contract_id,premium,claims,expected_service_cost
94,1160.7891846867842,987.9168092658695,197.5833618531739
95,1053.648505186788,890.3140103869702,178.06280207739405
96,1229.6120277064576,909.4362228379309,181.8872445675862
97,1226.105527217989,660.2159178561471,132.04318357122943
98,1200.5113456642462,1009.9593209642978,201.99186419285957
99,1176.5412866624854,941.5786171077591,188.31572342155184
100,1058.4629257949587,1019.7612131831582,203.95224263663167
101,1157.9354677234642,552.4493546167573,110.48987092335148
102,1165.728548347323,1150.6049645736873,230.12099291473749
103,1119.772273077838,883.2492446213791,176.64984892427583
104,1183.871428833399,1032.9819380085019,206.59638760170037
105,1240.4050856814538,775.2112887449363,155.04225774898725
106,1388.618590121053,973.5328686075084,194.70657372150168
107,1217.457781283184,773.5901324191613,154.71802648383226
108,1225.7550390722765,825.1477247165034,165.0295449433007
109,1192.5554084233834,1129.6837624640143,225.93675249280287
110,1008.1228784700959,877.1181119083984,175.4236223816797
111,1197.3486124550784,926.0919447815668,185.21838895631336
112,1206.0230209941026,1004.4081276826505,200.88162553653012
113,1446.3242112485286,959.4818265567126,191.89636531134252
114,1180.7639035218876,918.0502686172292,183.61005372344584
115,1230.1547342333613,943.795320295947,188.75906405918943
116,1196.5288230294757,1188.409870228593,237.68197404571862
117,1083.1321962380468,893.0857443559697,178.61714887119396
118,1314.282281451502,924.1318856057961,184.82637712115923
119,1275.1933032686775,1026.0785275209134,205.2157055041827
120,1279.1031947043048,1032.6631119549581,206.53262239099163
121,1109.061254520526,1042.4436366672455,208.4887273334491
122,1340.27943109361,976.6476266435021,195.32952532870044
123,1059.814893720772,762.839410472342,152.56788209446842
124,1258.685709380027,1096.0117838761316,219.20235677522635
125,1419.0455625809977,762.4385528377575,152.4877105675515
126,1100.9463674869312,936.316255828684,187.26325116573682
127,1143.3702270397227,809.486897997677,161.8973795995354
128,1209.965136508764,892.3033984088408,178.46067968176817
129,1149.6524345883802,939.4514892364176,187.89029784728353
130,1044.9336568933868,938.5628658540328,187.71257317080656
131,1206.8562974806027,950.6304905082342,190.12609810164685
132,1093.7696286273895,1093.6453522870377,218.72907045740754
133,1247.359243063518,954.4241161816776,190.88482323633554
134,1108.0575765766198,870.7012037651222,174.14024075302444
135,1354.9934405017539,1015.6904601946029,203.1380920389206
136,1121.6746707663763,1042.7364586709568,208.5472917341914
137,1167.7938483794323,752.6870621835609,150.53741243671217
138,1281.351721736967,971.688008381983,194.33760167639662
139,1076.9135683566044,984.1407290773078,196.82814581546157
140,1222.745993460413,864.292379596801,172.85847591936022
141,1330.714275428243,1065.0848175973942,213.01696351947885
142,1039.2516765438772,881.9933295560968,176.39866591121938
143,1218.4633858532304,915.069174416585,183.01383488331703
144,1225.9882794248424,879.2313810859356,175.84627621718712
145,1278.182287177731,901.8694857097761,180.37389714195524
146,1076.3049289121918,768.4469895725758,153.68939791451518
147,1067.9543386915723,727.1938940886847,145.43877881773696
148,1252.1941565616899,1091.3406075869966,218.26812151739932
149,1229.6984673233187,798.3646382018006,159.67292764036014
150,1225.0492850345877,781.0329180652432,156.20658361304865
151,1234.6448209496975,641.5931863675542,128.31863727351083
152,1131.997527842151,823.3245902772597,164.66491805545195
153,1223.2253697161004,741.2292247911003,148.24584495822006
154,1229.3072473298682,1097.0418192163643,219.40836384327287
155,1128.5648581973633,1021.178050721116,204.23561014422322
156,1386.5774511144757,817.4219585786732,163.48439171573466
157,1247.3832920911786,1170.292296641317,234.05845932826344
158,1080.8696502797352,1017.8118584389913,203.56237168779828
159,1265.655360863383,861.0202339789653,172.20404679579306
160,1102.5318329772679,600.0713142151712,120.01426284303426
161,1278.7084603742453,1174.913108710889,234.9826217421778
162,1315.8595579007404,733.2513039883685,146.6502607976737
163,1117.931768164829,702.552150365173,140.5104300730346
164,1296.3376129244323,1022.7084518411568,204.54169036823137
165,1241.2780926936498,1192.7702887607127,238.55405775214254
166,1282.206015999449,1066.1127382212621,213.22254764425244
167,1389.6792982653947,967.6690944062832,193.53381888125665
168,1175.461188399713,971.3705209998343,194.27410419996687
169,1124.626383564251,1002.409867053637,200.4819734107274
170,1111.0485570374476,991.0714307744119,198.2142861548824
171,1118.418971503456,933.7429708763251,186.74859417526503
172,1192.2898290585895,912.5041324742251,182.50082649484503
173,1234.1151974816644,892.4888246520574,178.49776493041148
174,1227.669079933002,809.5242493359989,161.9048498671998
175,1282.7183249036025,866.3189907759871,173.26379815519743
176,1201.3001891877907,696.8451822965537,139.36903645931076
177,1345.3534077157317,888.19924478463,177.63984895692602
178,1173.5343166762043,781.3690671418899,156.273813428378
179,1472.016916658962,767.5692819341075,153.51385638682152
180,1262.5667347765007,921.5872981384174,184.3174596276835
181,1114.2842443583718,1067.040274361352,213.4080548722704
182,1092.9107501938888,1010.1979927202776,202.03959854405554
183,1248.2472415243185,711.5399275652187,142.30798551304375
184,1177.653721467415,781.2446236115595,156.24892472231193
185,1271.4000494092093,1012.8925425585859,202.5785085117172
186,1247.3237624573544,782.1015127754029,156.42030255508058
187,1192.7171087343127,873.044022000357,174.60880440007142
188,1115.3206281931596,966.0062518829462,193.20125037658926
189,1048.5152775314136,783.7986654163637,156.75973308327275
190,1155.348504793298,912.6450607375152,182.52901214750307
191,1285.6398794323472,739.9169406098155,147.9833881219631
192,1221.4093744130205,827.8358827258544,165.5671765451709
193,1075.4261221288011,938.3738320971045,187.6747664194209
194,1217.3180925851182,708.8407519761997,141.76815039523996
195,1238.5317379728838,952.8569685552479,190.5713937110496
196,1111.6142563798867,897.6434641287982,179.52869282575966
197,1215.3725105945528,966.2987945300578,193.25975890601157
198,1205.8208718445999,926.8696960877594,185.37393921755188
199,1085.7029702169377,1063.6968515968613,212.73937031937226
200,1235.7787360348284,915.0269403177489,183.0053880635498
201,1256.0784526368234,848.4713350649696,169.69426701299392
202,1308.3051243175278,914.6757003638741,182.93514007277483
203,1305.3802052034903,965.1957634843666,193.03915269687332
204,1062.2330632042908,905.8632084390845,181.1726416878169
205,1106.2174960084876,904.8710029444659,180.97420058889318
206,1251.503526720866,815.7609974631894,163.1521994926379
207,1251.3785950912209,820.4518898938862,164.09037797877727
208,1251.5047686306048,731.6873673840367,146.33747347680736
209,1585.2731490654721,1109.9492091824327,221.98984183648656
210,1257.0890510693166,750.7364117530458,150.14728235060917
211,1313.5565640180598,816.8513762644911,163.37027525289824
212,1295.4001763493202,813.7911281316963,162.75822562633925
213,1265.1391251305797,1007.390925233333,201.4781850466666
214,1168.4730755359653,864.6060386049567,172.92120772099133
215,1275.8969220493268,1049.7290487208481,209.94580974416965
216,1122.7174785462428,819.1811250907358,163.83622501814716
217,1176.318139325999,933.4792994668562,186.69585989337125
218,1151.4636452170896,799.7583536088291,159.95167072176582
219,1208.1874139386323,1157.4178953328067,231.48357906656133
220,1431.4658566673509,757.4881897164585,151.4976379432917
221,1013.2734807408252,937.1784852272433,187.43569704544868
222,1268.6260190374514,976.0532257118518,195.21064514237037
223,1038.7284128810347,949.6558916941798,189.93117833883596
224,1152.8068134210566,877.765480934675,175.55309618693502
225,1308.8950596967366,884.4215160319889,176.8843032063978
226,1206.4280019095463,905.2573766374932,181.05147532749865
227,1092.2255222070694,882.3597598045814,176.47195196091627
228,1128.4696290740033,1015.6654940153892,203.13309880307784
229,1267.9597748934675,1165.2627601909621,233.05255203819243
230,1126.9633368282864,833.10098579906,166.62019715981202
231,1221.6458589581976,735.6236424505107,147.12472849010214
232,1204.5571839903814,889.4061541978494,177.8812308395699
233,1134.8399652394182,1209.5651205185181,241.91302410370363
234,1414.3944089325325,803.5590518436323,160.71181036872647
235,1263.3919022318012,1096.6940166532881,219.33880333065764
236,997.4857413342393,1101.324097689173,220.2648195378346
237,1218.6454314769428,833.5694109950407,166.71388219900814
238,1133.8213535231612,968.2779695022331,193.65559390044663
239,1285.2433334796224,1095.4075947754245,219.0815189550849
240,1120.74792615673,854.5046710815016,170.90093421630033
241,1188.5263558533102,875.5703567877166,175.11407135754334
242,1250.4987278980457,830.1982903261628,166.03965806523257
243,1286.5755194170122,778.2291923168559,155.6458384633712
244,1079.9703592944225,822.0866945920791,164.41733891841582
245,1166.5498764159051,753.1271679885292,150.62543359770584
246,1152.5054688839043,904.0900161911071,180.81800323822142
247,1134.6670767426288,807.603212272963,161.5206424545926
248,1376.5454240281097,928.0543094148898,185.61086188297796
249,1240.4981710960956,713.2925224555647,142.65850449111295
250,1073.9116045664955,939.7056278657349,187.941125573147
251,1291.7861947054776,1000.023475393071,200.0046950786142
252,1412.2156197012632,660.7517228914253,132.15034457828506
253,1303.2465260551146,944.8867883817087,188.97735767634174
254,1048.0630034045987,1047.320279096795,209.46405581935903
255,1151.5765927133748,754.8430777570553,150.96861555141106
256,1326.6911149186624,1100.7086864205244,220.1417372841049
257,1129.233053438122,950.2822811239254,190.05645622478508
258,1244.3819428146228,815.398577308991,163.0797154617982
259,1277.4634053429336,893.3077106810753,178.66154213621508
260,1107.3069528421918,966.9992295026067,193.39984590052134
261,1194.04746439382,909.1206469694894,181.8241293938979
262,875.8732659930927,964.6507190935642,192.93014381871285
263,1097.561235866571,789.519168830476,157.9038337660952
264,1174.7431848606839,920.3232988843293,184.06465977686588
265,1075.2216818035151,730.3542603714023,146.07085207428048
266,1363.2411303931635,886.6528726381559,177.3305745276312
267,1056.9858622039367,791.5310830242253,158.30621660484508
268,1155.9955513303016,811.736406889228,162.3472813778456
269,1213.0740577286092,1048.3311810252526,209.66623620505052
270,1344.1273289066116,1030.9572144713122,206.19144289426245
271,1056.413784882056,973.0965745088613,194.61931490177227
272,1316.316375215496,768.9224682392905,153.7844936478581
273,1201.0233061019587,862.0309860366237,172.40619720732477
274,1101.849134895205,1045.571723997502,209.1143447995004
275,1246.2103474263272,917.0060296367885,183.40120592735772
276,1219.905969557347,1178.3195447978032,235.66390895956067
277,1139.9783122841204,947.1981407273246,189.43962814546492
278,1206.980208499002,923.0458939788037,184.60917879576076
279,1161.468640313824,862.9060242956998,172.58120485913997
280,1211.3517345251248,916.0249085738739,183.2049817147748
281,1266.2130674521047,881.7036196343347,176.34072392686696
282,1358.6016816145352,984.9730412026308,196.9946082405262
283,1076.2184501173151,1014.8042780153501,202.96085560307003
284,1413.3033374656266,805.681264739046,161.13625294780923
285,1004.7912200477498,740.2520455730667,148.05040911461333
286,1184.8214904964416,679.6553552276044,135.9310710455209
287,1258.8317206484576,960.9589592295052,192.19179184590107
288,1228.0991867735033,767.5960072591351,153.51920145182703
289,1137.7300480179406,641.653128845702,128.3306257691404
290,1179.1877749642724,946.6294325437157,189.32588650874314
291,1150.6999065341167,1199.159942091935,239.831988418387
292,1141.0635243055788,899.2714906152128,179.85429812304255
293,1284.9602097021025,1000.618892934197,200.12377858683942
294,1235.7015485965048,909.8195230257078,181.96390460514158
295,1130.7090404739347,888.1332416170629,177.6266483234126
296,1289.959987543325,1010.2891779585323,202.05783559170646
297,1230.7299520876609,865.1670546973619,173.0334109394724
298,1281.286211883896,932.0870776886284,186.41741553772567
299,1262.9628841923611,938.6037367435216,187.72074734870432
300,1117.1004989077928,819.8291455628341,163.96582911256684
301,1143.981895980303,1019.0450819443828,203.80901638887656
302,1274.7293605123261,879.004829196551,175.8009658393102
303,1261.0370265433464,809.3105808608586,161.86211617217174
304,1197.9098406035853,964.3811812284484,192.8762362456897
305,1211.7327383308782,792.1838421850755,158.4367684370151
306,1327.7664895788425,903.3817388842954,180.67634777685907
307,1140.842861116417,898.9057204026956,179.78114408053912
308,1254.7097381170038,1030.3074678997893,206.06149357995787
309,1179.7807347566106,956.9637879455943,191.39275758911887
310,1178.231879677278,896.9967649505827,179.39935299011654
311,1309.877685198719,998.1319559040345,199.6263911808069
312,1282.541634898803,1066.8249058820777,213.36498117641554
313,1281.3509636000638,966.9372367622235,193.38744735244472
314,1330.547880715433,901.2423143812057,180.24846287624115
315,1202.100384163276,742.5796521179809,148.5159304235962
316,1268.1952971294963,772.1863604309553,154.4372720861911
317,1168.9733243406545,863.3730354774399,172.674607095488
318,1232.4166352488442,826.858535740886,165.37170714817722
319,1186.9856945632316,877.5634436417465,175.5126887283493
320,1209.6995964992718,906.7979909876528,181.35959819753057
321,1259.5157025436913,963.5631305228077,192.71262610456154
322,1118.1779316766529,891.540146632909,178.30802932658182
323,1409.238727568546,958.3801972591442,191.67603945182884
324,1099.3982618500297,907.7369297772144,181.5473859554429
325,1078.5811387212268,662.9440120375355,132.5888024075071
326,1315.8110873500068,787.2797527417495,157.4559505483499
327,1279.1662693962935,882.7094933134061,176.54189866268123
328,1262.4119817052156,754.8366308590671,150.96732617181343
329,1262.834550926428,971.9914475995446,194.39828951990893
330,1198.7753227153084,1083.6900998812437,216.73801997624875
331,1110.274562851417,1046.251422203678,209.2502844407356
332,1207.5804558193727,874.3868554883751,174.87737109767502
333,1132.2838288487887,1078.8871364219942,215.77742728439887
334,1297.511973341775,917.8400948642534,183.5680189728507
335,1185.2942618497862,859.5496834658353,171.90993669316708
336,1117.4502803207488,826.3916803750873,165.27833607501748
337,1167.8614158347007,863.7036376214246,172.74072752428492
338,1241.2931454275624,853.4187817750526,170.68375635501053
339,1143.6275447196026,920.4499466850585,184.08998933701173
340,1117.777960443357,919.2688777259838,183.85377554519675
341,1224.3687211491913,900.3655224184097,180.07310448368196
342,1224.4966571108723,952.432580369562,190.4865160739124
343,1149.305682462887,1042.877552974361,208.57551059487218
344,1152.8961694381678,1013.9464962529588,202.78929925059177
345,1223.2049937357635,721.8122437860115,144.36244875720232
346,1055.1915658502676,593.5294638117655,118.7058927623531
347,1059.2536225623444,1012.1183893487129,202.4236778697426
348,1128.1555778747563,735.9745561901494,147.1949112380299
349,1178.6552848288152,873.028151772878,174.60563035457562
350,1231.0907565598004,759.5864368728769,151.91728737457538
351,1347.5356216949551,683.7623474903976,136.75246949807953
352,1285.7659623202019,964.9755273845745,192.99510547691492
353,1184.0061470036574,991.0986192363176,198.21972384726354
354,1198.098379209731,830.8187519127937,166.16375038255876
355,1099.7470635362192,589.0749249426108,117.81498498852216
356,1198.148686400761,834.450666209702,166.89013324194042
357,1171.1341361079863,947.0164806483056,189.40329612966113
358,1232.271856033809,722.5306117471046,144.5061223494209
359,1117.2769056447678,922.0031903734987,184.40063807469974
360,1251.9346514241172,898.1628180992406,179.63256361984813
361,1353.2738913002577,969.5149799521306,193.90299599042612
362,1189.1239851543141,914.3496442096983,182.86992884193967
363,1240.1711722098942,783.2317270942133,156.64634541884266
364,1269.0143991711113,1043.588580199739,208.71771603994782
365,1159.8779528114164,880.9764512367636,176.19529024735274
366,1222.4092481810417,896.7234552588081,179.34469105176163
367,1201.2592400781796,788.0078449112165,157.6015689822433
368,1209.7676098548832,846.8061298570187,169.36122597140377
369,1122.6990216144534,793.8236743167719,158.7647348633544
370,1202.4510174258942,879.2464728091893,175.84929456183787
371,1249.7998291245449,1105.4050176170813,221.08100352341626
372,1345.1143607795043,735.3718628482372,147.07437256964747
373,1295.9270826085208,706.372632254791,141.2745264509582
374,1415.3182457511557,1076.540439299233,215.3080878598466
375,1123.2652437111951,874.8811587417761,174.97623174835522
376,1287.2320636720679,819.71127136081,163.94225427216202
377,1218.3342005738352,1024.7885624875291,204.95771249750584
378,1418.9802933217672,827.3261352315762,165.46522704631525
379,1119.1701714644848,1119.1211656256323,223.82423312512648
380,1116.0278157819223,981.3511045607123,196.27022091214246
381,1140.0607354555978,841.4506310225157,168.29012620450317
382,987.6104275690193,1158.8769855918604,231.7753971183721
383,1147.4244978319239,827.3142092395994,165.4628418479199
384,1124.08673384463,989.0514446411169,197.81028892822337
385,1215.0393786476207,935.915109648779,187.1830219297558
386,1234.175597577716,1056.2089547278558,211.24179094557118
387,1387.6170839215886,1087.3813436072223,217.47626872144448
388,1295.042383818605,903.840497887892,180.7680995775784
389,1142.3096344337596,809.589855558458,161.9179711116916
390,1110.1585328651643,955.196657152694,191.03933143053882
391,1249.1919171506506,818.6741556297472,163.73483112594946
392,1067.9766792979358,1141.6064697031948,228.32129394063895
393,1383.1458765854354,916.3842397299285,183.2768479459857
394,1317.9440120721288,856.161413842547,171.2322827685094
395,1153.0824347895295,922.161636703789,184.4323273407578
396,1028.6865470909122,738.3448452564364,147.6689690512873
397,1335.3872374165412,783.4063153787218,156.68126307574437
398,1188.5460154747382,1044.049668953331,208.80993379066624
399,1323.781631197346,821.1726865234325,164.2345373046865
400,1040.5572341205634,774.3706820781672,154.87413641563344
401,1140.0624977046227,964.3983303032743,192.87966606065487
402,1200.5243699718183,1042.2844985595596,208.45689971191192
403,1204.6980593764742,986.274397279808,197.2548794559616
404,1154.9934528520757,1019.525722296698,203.9051444593396
405,1262.28499323475,809.1845893716647,161.83691787433295
406,1093.2379570617406,729.3827199909788,145.87654399819576
407,1185.7620514978707,1080.1600382346585,216.0320076469317
408,1212.02956317119,861.2784193389438,172.25568386778878
409,1251.4438834058749,869.9000380253943,173.98000760507887
410,1271.161487808889,1059.3832970218868,211.8766594043774
411,1087.5357908162132,966.7476011280792,193.34952022561583
412,1046.5885829264378,954.706532649793,190.9413065299586
413,1327.7676821898508,1159.80028138813,231.96005627762602
414,1233.2314011979593,822.7778123543828,164.55556247087657
415,1125.1513463443446,1011.3408153697485,202.26816307394972
416,1355.1151975522523,906.8415749876501,181.36831499753004
417,1211.567463429286,932.2310734635909,186.44621469271817
418,1317.9297184063826,1083.4162111695039,216.68324223390078
419,1206.751848141011,960.9402907547549,192.18805815095098
420,1406.0747924881987,964.5955294859559,192.9191058971912
421,1375.5340842443204,1028.7008804771763,205.74017609543526
422,1175.1035851520926,856.2056724548538,171.24113449097078
423,1297.1570950954356,799.2948399193192,159.85896798386386
424,1264.5375949585148,774.622896717476,154.92457934349522
425,1336.8631557532349,664.0372092748798,132.80744185497596
426,1103.5076539419895,1146.7448555928386,229.34897111856773
427,1268.605145999844,767.6149961133981,153.52299922267963
428,1305.8424486849588,873.4495651697074,174.68991303394148
429,1024.1260513576885,866.7824040133295,173.3564808026659
430,1081.6741487334225,936.8888037370921,187.37776074741842
431,996.07678222399,997.8884655047157,199.57769310094315
432,1173.0593165555442,1003.2568186031694,200.6513637206339
433,1271.7542255795963,830.0307073717274,166.0061414743455
434,1350.2357052096029,879.9453943456306,175.98907886912613
435,1207.4094780419775,933.909594058596,186.7819188117192
436,1362.8615545571292,870.1570648579743,174.03141297159488
437,1061.9898541785108,1092.881469122399,218.57629382447982
438,1029.6617560644845,958.9169941965902,191.78339883931804
439,1194.4452301103381,988.1853343259781,197.63706686519564
440,1238.4065448939307,979.5457522400895,195.90915044801793
441,1196.7305251905907,1040.816862898239,208.16337257964778
442,993.2557899960124,921.7225870444448,184.34451740888898
443,1191.0879960487212,744.3801662452984,148.87603324905967
444,1069.5530499495146,947.962554210317,189.5925108420634
445,1266.9672548830038,821.8371727449805,164.36743454899613
446,1236.6598246096848,836.5659981900292,167.31319963800584
447,1106.0120213672644,970.3636822506112,194.07273645012225
448,1148.6133082663307,1048.5939685720364,209.7187937144073
449,1094.078647811105,902.5525892083274,180.5105178416655
450,1193.7320902726829,937.0599615118756,187.41199230237513
451,1295.5142320501238,1104.2657933562286,220.85315867124575
452,1101.4273953664456,928.8903815386282,185.77807630772566
453,1250.4046515517844,1212.2019737016474,242.44039474032948
454,1146.974238162756,967.8611574757853,193.57223149515707
455,1120.7127167737656,688.7084689013019,137.7416937802604
456,1189.2969640045442,990.4009945325439,198.0801989065088
457,1096.4757677580626,945.7390061859334,189.14780123718668
458,1144.6350694652817,1054.7703304899294,210.9540660979859
459,1080.212210741115,980.781762152395,196.15635243047902
460,1396.472513291639,883.3852819219471,176.67705638438943
461,1203.526355197173,753.0842116452761,150.61684232905523
462,1130.0274492007416,874.917209125677,174.9834418251354
463,1221.3979910734222,797.937545494884,159.58750909897682
464,1188.767195030917,830.3371860234333,166.06743720468668
465,1177.9030400466777,970.6294085304731,194.12588170609465
466,1261.4166700043424,1100.3885405221688,220.07770810443378
467,1275.7507710047305,947.3605835787578,189.47211671575155
468,1146.9498852389472,756.494032555778,151.2988065111556
469,1142.418175935532,953.3523201864169,190.6704640372834
470,1172.4948302848356,1043.5957783974782,208.71915567949566
471,969.8078835264415,826.8260514816741,165.36521029633482
472,1048.4808937801447,883.9179399992498,176.78358799984997
473,1336.6874267444525,901.7625833675037,180.35251667350076
474,1364.4967713501283,805.8122024301312,161.16244048602624
475,1175.096396044362,977.7936520612631,195.55873041225263
476,1257.6556963055766,885.4862221670662,177.09724443341327
477,1231.1250154543536,950.3438932688433,190.06877865376867
478,1507.8880808455237,793.500938663748,158.7001877327496
479,1311.9574911434577,847.5050039611907,169.50100079223816
480,1187.2082408519234,986.6857629393326,197.3371525878665
481,1104.4459559399575,855.2600217489879,171.05200434979758
482,1039.3553679742427,1107.2356621480085,221.4471324296017
483,1220.3463635867224,852.0436577262477,170.40873154524957
484,1124.3649254715697,926.9621670902263,185.39243341804527
485,1057.7746290402326,1011.9108998247708,202.38217996495416
486,1135.3427115757474,729.7961120480362,145.95922240960724
487,1091.8451996385604,688.7029425623069,137.7405885124614
488,1368.7141635072564,716.9212422515886,143.38424845031773
489,1288.163975694945,1051.510092411262,210.30201848225238
490,1199.2027358683383,833.7770224929063,166.75540449858127
491,1347.9944138890025,1206.9839142801902,241.39678285603804
492,1207.7368307647619,832.2902881611134,166.45805763222268
493,1113.8715798671738,922.1461563836444,184.4292312767289
494,1352.3124077269658,1085.053194308145,217.01063886162902
495,1253.891004368466,1140.7311465790947,228.14622931581894
496,1096.2753845673544,1147.3804291963677,229.47608583927354
497,1180.9661321916392,1045.003947671177,209.00078953423542
498,1112.4381746615243,1022.8875030973754,204.5775006194751
499,1061.7200269035663,971.1032339041419,194.2206467808284
500,1292.617754753164,993.4033291399966,198.68066582799932
501,1390.941664047013,833.857714040576,166.7715428081152
502,1060.1432426180859,801.8161339893231,160.36322679786463
503,1256.2969236690572,899.5950651106857,179.91901302213716
504,1134.9357430878174,879.5778452970086,175.91556905940172
505,1151.2874616235304,845.6126340807269,169.1225268161454
506,1140.760607576113,983.5664936948058,196.71329873896116
507,1113.6009230320185,1014.6366250284613,202.92732500569227
508,1204.8521627944826,910.6088263550217,182.12176527100436
509,1116.9049883588962,1077.3036097266313,215.46072194532627
510,1227.0456825779838,762.9973063039794,152.5994612607959
511,1194.9761890550863,876.7608648864339,175.35217297728678
512,1176.105195313359,813.9813215276635,162.7962643055327
513,1109.2436337958402,676.0156059512328,135.20312119024658
514,1142.3228669431667,890.078317698876,178.01566353977523
515,1275.5391225825756,885.390298994006,177.0780597988012
516,1250.0917187624382,1081.6139691890558,216.32279383781116
517,1102.244475520145,975.6974021465733,195.13948042931466
518,1209.9332305429225,777.0975810804954,155.41951621609908
